data,بدون_تشكيل,tag,المحذوف
,ورضوا,اسم,وَرَضُوا
,عنه,حرف_جر,عَنْهُ
أُولَٰئِكَ,,اسم,اوليك
حِزْبُ,حزب,,
اللَّهِ,,اسم,اللَّهِ
,الا,فعل,
,ان,حرف,إِنَّ
حِزْبَ,حزب,,
اللَّهِ,,اسم,اللَّهِ
هُمُ,,اسم,هم
الْمُفْلِحُونَ,المفلحون,اسم,الْمُفْلِحُونَ
بِسْمِ,بسم,,
اللَّهِ,,اسم,اللَّهِ
الرَّحْمَٰنِ,,اسم,الرَّحْمَٰنِ
الرَّحِيمِ,,اسم,الرَّحِيمِ
سَبَّحَ,سبح,,
لِلَّهِ,,اسم,لله
مَا,,اسم,ما
,في,حرف_جر,فِي
,السماوات,اسم,السَّمَاوَاتِ
,وما,حرف,وَمَا
,في,حرف_جر,فِي
,الارض,اسم,الْأَرْضِ
,وهو,حرف,وَهُوَ
الْعَزِيزُ,,اسم,الْعَزِيزُ
الْحَكِيمُ,,اسم,الْحَكِيمُ
هُوَ,,اسم,هو
الَّذِي,,اسم,الَّذِي
أَخْرَجَ,اخرج,,
الَّذِينَ,,اسم,الَّذِينَ
كَفَرُوا,كفروا,,
,,فعل,مِنْ
أَهْلِ,اهل,,
الْكِتَابِ,الكتاب,اسم,الْكِتَابِ
,,فعل,مِنْ
دِيَارِهِمْ,ديارهم,,
لِأَوَّلِ,لاول,,
الْحَشْرِ,الحشر,اسم,الْحَشْرِ
مَا,,اسم,ما
ظَنَنْتُمْ,ظننتم,,
,ان,حرف,أَنْ
يَخْرُجُوا,يخرجوا,,
وَظَنُّوا,وظنوا,,
أَنَّهُمْ,انهم,,
مَانِعَتُهُمْ,مانعتهم,,
حُصُونُهُمْ,حصونهم,,
مِنَ,,اسم,من
اللَّهِ,,اسم,اللَّهِ
فَأَتَاهُمُ,فاتاهم,,
اللَّهُ,,اسم,اللَّهُ
,,فعل,مِنْ
حَيْثُ,,اسم,حيث
,,فعل,لَمْ
يَحْتَسِبُوا,يحتسبوا,,
وَقَذَفَ,وقذف,,
,في,حرف_جر,فِي
,قلوبهم,اسم,قُلُوبِهِمُ
الرُّعْبَ,الرعب,اسم,الرُّعْبَ
يُخْرِبُونَ,يخربون,,
بُيُوتَهُمْ,بيوتهم,,
بِأَيْدِيهِمْ,بايديهم,,
وَأَيْدِي,وايدي,,
الْمُؤْمِنِينَ,المومنين,اسم,الْمُؤْمِنِينَ
فَاعْتَبِرُوا,فاعتبروا,,
,يا,حرف,يَا
أُولِي,,اسم,اولي
الْأَبْصَارِ,الابصار,اسم,الْأَبْصَارِ
,ولولا,حرف_جر,وَلَوْلَا
,ان,اسم,أَنْ
,كتب,فعل,
اللَّهُ,,اسم,اللَّهُ
عَلَيْهِمُ,عليهم,,
الْجَلَاءَ,الجلاء,اسم,الْجَلَاءَ
لَعَذَّبَهُمْ,لعذبهم,,
,في,حرف_جر,فِي
,الدنيا,اسم,الدُّنْيَا
,ولهم,حرف_جر,وَلَهُمْ
,في,اسم,فِي
الْآخِرَةِ,الاخره,اسم,الْآخِرَةِ
عَذَابُ,عذاب,,
النَّارِ,النار,اسم,النَّارِ
ذَٰلِكَ,,اسم,ذلك
بِأَنَّهُمْ,بانهم,,
شَاقُّوا,شاقوا,,
اللَّهَ,,اسم,اللَّهَ
وَرَسُولَهُ,ورسوله,,
,ومن,حرف_جر,وَمَنْ
,يشاق,اسم,يُشَاقِّ
اللَّهَ,,اسم,اللَّهَ
,فان,حرف,فَإِنَّ
اللَّهَ,,اسم,اللَّهَ
شَدِيدُ,شديد,,
الْعِقَابِ,العقاب,اسم,الْعِقَابِ
مَا,,اسم,ما
قَطَعْتُمْ,قطعتم,,
,,فعل,مِنْ
,None,اسم,لِينَةٍ
,او,حرف,أَوْ
تَرَكْتُمُوهَا,تركتموها,,
,None,اسم,قَائِمَةً
,علي,حرف_جر,عَلَىٰ
,اصولها,اسم,أُصُولِهَا
فَبِإِذْنِ,فباذن,,
اللَّهِ,,اسم,اللَّهِ
وَلِيُخْزِيَ,وليخزي,,
الْفَاسِقِينَ,الفاسقين,اسم,الْفَاسِقِينَ
,وما,حرف,وَمَا
أَفَاءَ,افاء,,
اللَّهُ,,اسم,اللَّهُ
,علي,حرف_جر,عَلَىٰ
,رسوله,اسم,رَسُولِهِ
,منهم,حرف_جر,مِنْهُمْ
,فما,اسم,فَمَا
أَوْجَفْتُمْ,اوجفتم,,
,عليه,حرف_جر,عَلَيْهِ
,,فعل,مِنْ
,None,اسم,خَيْلٍ
,ولا,حرف,وَلَا
,None,اسم,رِكَابٍ
وَلَٰكِنَّ,ولكن,,
اللَّهَ,,اسم,اللَّهَ
يُسَلِّطُ,يسلط,,
رُسُلَهُ,رسله,,
,علي,حرف_جر,عَلَىٰ
,,فعل,مَنْ
يَشَاءُ,يشاء,,
وَاللَّهُ,والله,,
,علي,حرف_جر,عَلَىٰ
,كل,اسم,كُلِّ
,None,اسم,شَيْءٍ
,None,اسم,قَدِيرٌ
مَا,,اسم,ما
أَفَاءَ,افاء,,
اللَّهُ,,اسم,اللَّهُ
,علي,حرف_جر,عَلَىٰ
,رسوله,اسم,رَسُولِهِ
,,فعل,مِنْ
أَهْلِ,اهل,,
الْقُرَىٰ,القري,اسم,الْقُرَىٰ
فَلِلَّهِ,فلله,,
وَلِلرَّسُولِ,وللرسول,,
وَلِذِي,ولذي,,
الْقُرْبَىٰ,القربي,اسم,الْقُرْبَىٰ
وَالْيَتَامَىٰ,واليتامي,,
وَالْمَسَاكِينِ,والمساكين,,
وَابْنِ,وابن,,
السَّبِيلِ,السبيل,اسم,السَّبِيلِ
,كي,حرف_جر,كَيْ
,لا,اسم,لَا
يَكُونَ,يكون,,
,None,اسم,دُولَةً
بَيْنَ,,اسم,بين
الْأَغْنِيَاءِ,الاغنياء,اسم,الْأَغْنِيَاءِ
,منكم,حرف_جر,مِنْكُمْ
,وما,اسم,وَمَا
آتَاكُمُ,اتاكم,,
الرَّسُولُ,الرسول,اسم,الرَّسُولُ
فَخُذُوهُ,فخذوه,,
,وما,حرف,وَمَا
نَهَاكُمْ,نهاكم,,
,عنه,حرف_جر,عَنْهُ
,فانتهوا,اسم,فَانْتَهُوا
وَاتَّقُوا,واتقوا,,
اللَّهَ,,اسم,اللَّهَ
,ان,حرف,إِنَّ
اللَّهَ,,اسم,اللَّهَ
شَدِيدُ,شديد,,
الْعِقَابِ,العقاب,اسم,الْعِقَابِ
لِلْفُقَرَاءِ,للفقراء,,
الْمُهَاجِرِينَ,المهاجرين,اسم,الْمُهَاجِرِينَ
الَّذِينَ,,اسم,الَّذِينَ
أُخْرِجُوا,اخرجوا,,
,,فعل,مِنْ
دِيَارِهِمْ,ديارهم,,
وَأَمْوَالِهِمْ,واموالهم,,
يَبْتَغُونَ,يبتغون,,
,None,اسم,فَضْلًا
مِنَ,,اسم,من
اللَّهِ,,اسم,اللَّهِ
,None,اسم,وَرِضْوَانًا
وَيَنْصُرُونَ,وينصرون,,
اللَّهَ,,اسم,اللَّهَ
وَرَسُولَهُ,ورسوله,,
أُولَٰئِكَ,,اسم,اوليك
هُمُ,,اسم,هم
الصَّادِقُونَ,الصادقون,اسم,الصَّادِقُونَ
وَالَّذِينَ,,اسم,والذين
تَبَوَّءُوا,تبوءوا,,
الدَّارَ,الدار,اسم,الدَّارَ
وَالْإِيمَانَ,والايمان,,
,,فعل,مِنْ
قَبْلِهِمْ,قبلهم,,
يُحِبُّونَ,يحبون,,
,,فعل,مَنْ
هَاجَرَ,هاجر,,
إِلَيْهِمْ,اليهم,,
,ولا,حرف,وَلَا
يَجِدُونَ,يجدون,,
,في,حرف_جر,فِي
,صدورهم,اسم,صُدُورِهِمْ
,None,اسم,حَاجَةً
,مما,حرف_جر,مِمَّا
,اوتوا,اسم,أُوتُوا
وَيُؤْثِرُونَ,ويوثرون,,
,علي,حرف_جر,عَلَىٰ
,انفسهم,اسم,أَنْفُسِهِمْ
,ولو,حرف,وَلَوْ
,كان,فعل,
,بهم,حرف_جر,بِهِمْ
,None,اسم,خَصَاصَةٌ
,ومن,حرف_جر,وَمَنْ
,يوق,اسم,يُوقَ
شُحَّ,شح,,
نَفْسِهِ,نفسه,,
فَأُولَٰئِكَ,,اسم,فاوليك
هُمُ,,اسم,هم
الْمُفْلِحُونَ,المفلحون,اسم,الْمُفْلِحُونَ
وَالَّذِينَ,,اسم,والذين
جَاءُوا,جاءوا,,
,,فعل,مِنْ
بَعْدِهِمْ,بعدهم,,
يَقُولُونَ,يقولون,,
رَبَّنَا,ربنا,,
,اغفر,فعل,اغْفِرْ
,لنا,حرف_جر,لَنَا
,ولاخواننا,اسم,وَلِإِخْوَانِنَا
الَّذِينَ,,اسم,الَّذِينَ
سَبَقُونَا,سبقونا,,
بِالْإِيمَانِ,بالايمان,,
,ولا,حرف,وَلَا
تَجْعَلْ,تجعل,,
,في,حرف_جر,فِي
,قلوبنا,اسم,قُلُوبِنَا
,None,اسم,غِلًّا
لِلَّذِينَ,,اسم,للذين
آمَنُوا,امنوا,,
رَبَّنَا,ربنا,,
إِنَّكَ,انك,,
,None,اسم,رَءُوفٌ
,None,اسم,رَحِيمٌ
أَلَمْ,الم,,
تَرَ,تر,,
,الي,حرف_جر,إِلَى
الَّذِينَ,,اسم,الَّذِينَ
نَافَقُوا,نافقوا,,
يَقُولُونَ,يقولون,,
لِإِخْوَانِهِمُ,لاخوانهم,,
الَّذِينَ,,اسم,الَّذِينَ
كَفَرُوا,كفروا,,
,,فعل,مِنْ
أَهْلِ,اهل,,
الْكِتَابِ,الكتاب,اسم,الْكِتَابِ
لَئِنْ,لين,,
أُخْرِجْتُمْ,اخرجتم,,
لَنَخْرُجَنَّ,لنخرجن,,
مَعَكُمْ,معكم,,
,ولا,حرف,وَلَا
نُطِيعُ,نطيع,,
,فيكم,حرف_جر,فِيكُمْ
,None,اسم,أَحَدًا
,None,اسم,أَبَدًا
,وان,حرف,وَإِنْ
قُوتِلْتُمْ,قوتلتم,,
لَنَنْصُرَنَّكُمْ,لننصرنكم,,
وَاللَّهُ,والله,,
,يشهد,فعل,
إِنَّهُمْ,انهم,,
لَكَاذِبُونَ,لكاذبون,,
لَئِنْ,لين,,
أُخْرِجُوا,اخرجوا,,
,لا,حرف,لَا
يَخْرُجُونَ,يخرجون,,
,معهم,حرف,مَعَهُمْ
وَلَئِنْ,ولين,,
قُوتِلُوا,قوتلوا,,
,لا,حرف,لَا
يَنْصُرُونَهُمْ,ينصرونهم,,
وَلَئِنْ,ولين,,
نَصَرُوهُمْ,نصروهم,,
لَيُوَلُّنَّ,ليولن,,
الْأَدْبَارَ,الادبار,اسم,الْأَدْبَارَ
ثُمَّ,,اسم,ثم
,لا,حرف,لَا
يُنْصَرُونَ,ينصرون,,
لَأَنْتُمْ,لانتم,,
أَشَدُّ,اشد,,
,None,اسم,رَهْبَةً
,في,حرف_جر,فِي
,صدورهم,اسم,صُدُورِهِمْ
مِنَ,,اسم,من
اللَّهِ,,اسم,اللَّهِ
ذَٰلِكَ,,اسم,ذلك
بِأَنَّهُمْ,بانهم,,
,None,اسم,قَوْمٌ
,لا,حرف,لَا
يَفْقَهُونَ,يفقهون,,
,لا,حرف,لَا
يُقَاتِلُونَكُمْ,يقاتلونكم,,
,None,اسم,جَمِيعًا
,الا,حرف,إِلَّا
,في,حرف_جر,فِي
,قري,اسم,قُرًى
,None,اسم,مُحَصَّنَةٍ
,او,حرف,أَوْ
,,فعل,مِنْ
وَرَاءِ,,اسم,وراء
,None,اسم,جُدُرٍ
بَأْسُهُمْ,باسهم,,
بَيْنَهُمْ,بينهم,,
,None,اسم,شَدِيدٌ
تَحْسَبُهُمْ,تحسبهم,,
,None,اسم,جَمِيعًا
وَقُلُوبُهُمْ,وقلوبهم,,
شَتَّىٰ,شتي,,
ذَٰلِكَ,,اسم,ذلك
بِأَنَّهُمْ,بانهم,,
,None,اسم,قَوْمٌ
,لا,حرف,لَا
يَعْقِلُونَ,يعقلون,,
كَمَثَلِ,كمثل,,
الَّذِينَ,,اسم,الَّذِينَ
,,فعل,مِنْ
قَبْلِهِمْ,قبلهم,,
,None,اسم,قَرِيبًا
ذَاقُوا,ذاقوا,,
وَبَالَ,وبال,,
أَمْرِهِمْ,امرهم,,
,ولهم,حرف_جر,وَلَهُمْ
,None,اسم,عَذَابٌ
,None,اسم,أَلِيمٌ
كَمَثَلِ,كمثل,,
الشَّيْطَانِ,الشيطان,اسم,الشَّيْطَانِ
,اذ,حرف,إِذْ
,قال,فعل,
لِلْإِنْسَانِ,للانسان,,
,اكفر,فعل,اكْفُرْ
,فلما,حرف,فَلَمَّا
,كفر,فعل,
,قال,فعل,
إِنِّي,,اسم,اني
,None,اسم,بَرِيءٌ
,منك,حرف_جر,مِنْكَ
إِنِّي,,اسم,اني
أَخَافُ,اخاف,,
اللَّهَ,,اسم,اللَّهَ
,رب,فعل,
الْعَالَمِينَ,العالمين,اسم,الْعَالَمِينَ
فَكَانَ,فكان,,
عَاقِبَتَهُمَا,عاقبتهما,,
أَنَّهُمَا,انهما,,
,في,حرف_جر,فِي
,النار,اسم,النَّارِ
خَالِدَيْنِ,خالدين,,
,فيها,حرف_جر,فِيهَا
وَذَٰلِكَ,,اسم,وذلك
جَزَاءُ,جزاء,,
الظَّالِمِينَ,الظالمين,اسم,الظَّالِمِينَ
,يا,حرف,يَا
,ايها,حرف,أَيُّهَا
الَّذِينَ,,اسم,الَّذِينَ
آمَنُوا,امنوا,,
اتَّقُوا,اتقوا,,
اللَّهَ,,اسم,اللَّهَ
وَلْتَنْظُرْ,ولتنظر,,
,None,اسم,نَفْسٌ
مَا,,اسم,ما
قَدَّمَتْ,قدمت,,
,None,اسم,لِغَدٍ
وَاتَّقُوا,واتقوا,,
اللَّهَ,,اسم,اللَّهَ
,ان,حرف,إِنَّ
اللَّهَ,,اسم,اللَّهَ
,None,اسم,خَبِيرٌ
,بما,حرف_جر,بِمَا
,تعملون,اسم,تَعْمَلُونَ
,ولا,حرف,وَلَا
تَكُونُوا,تكونوا,,
كَالَّذِينَ,,اسم,كالذين
نَسُوا,نسوا,,
اللَّهَ,,اسم,اللَّهَ
فَأَنْسَاهُمْ,فانساهم,,
أَنْفُسَهُمْ,انفسهم,,
أُولَٰئِكَ,,اسم,اوليك
هُمُ,,اسم,هم
الْفَاسِقُونَ,الفاسقون,اسم,الْفَاسِقُونَ
,لا,حرف,لَا
يَسْتَوِي,يستوي,,
أَصْحَابُ,اصحاب,,
النَّارِ,النار,اسم,النَّارِ
وَأَصْحَابُ,واصحاب,,
الْجَنَّةِ,الجنه,اسم,الْجَنَّةِ
أَصْحَابُ,اصحاب,,
الْجَنَّةِ,الجنه,اسم,الْجَنَّةِ
هُمُ,,اسم,هم
الْفَائِزُونَ,الفايزون,اسم,الْفَائِزُونَ
,لو,حرف,لَوْ
أَنْزَلْنَا,انزلنا,,
هَٰذَا,,اسم,هذا
الْقُرْآنَ,القران,اسم,الْقُرْآنَ
,علي,حرف_جر,عَلَىٰ
,None,اسم,جَبَلٍ
لَرَأَيْتَهُ,لرايته,,
,None,اسم,خَاشِعًا
,None,اسم,مُتَصَدِّعًا
,,فعل,مِنْ
خَشْيَةِ,خشيه,,
اللَّهِ,,اسم,اللَّهِ
وَتِلْكَ,,اسم,وتلك
الْأَمْثَالُ,الامثال,اسم,الْأَمْثَالُ
نَضْرِبُهَا,نضربها,,
لِلنَّاسِ,للناس,,
لَعَلَّهُمْ,لعلهم,,
يَتَفَكَّرُونَ,يتفكرون,,
هُوَ,,اسم,هو
اللَّهُ,,اسم,اللَّهُ
الَّذِي,,اسم,الَّذِي
,لا,حرف,لَا
إِلَٰهَ,اله,,
,الا,حرف,إِلَّا
هُوَ,,اسم,هو
عَالِمُ,عالم,,
الْغَيْبِ,الغيب,اسم,الْغَيْبِ
وَالشَّهَادَةِ,والشهاده,,
هُوَ,,اسم,هو
الرَّحْمَٰنُ,,اسم,الرَّحْمَٰنُ
الرَّحِيمُ,,اسم,الرَّحِيمُ
هُوَ,,اسم,هو
اللَّهُ,,اسم,اللَّهُ
الَّذِي,,اسم,الَّذِي
,لا,حرف,لَا
إِلَٰهَ,اله,,
,الا,حرف,إِلَّا
هُوَ,,اسم,هو
الْمَلِكُ,,اسم,الْمَلِكُ
الْقُدُّوسُ,,اسم,الْقُدُّوسُ
السَّلَامُ,,اسم,السَّلَامُ
الْمُؤْمِنُ,,اسم,الْمُؤْمِنُ
الْمُهَيْمِنُ,,اسم,الْمُهَيْمِنُ
الْعَزِيزُ,,اسم,الْعَزِيزُ
الْجَبَّارُ,,اسم,الْجَبَّارُ
الْمُتَكَبِّرُ,,اسم,الْمُتَكَبِّرُ
سُبْحَانَ,سبحان,,
اللَّهِ,,اسم,اللَّهِ
,عما,حرف_جر,عَمَّا
,يشركون,اسم,يُشْرِكُونَ
هُوَ,,اسم,هو
اللَّهُ,,اسم,اللَّهُ
الْخَالِقُ,,اسم,الْخَالِقُ
الْبَارِئُ,,اسم,الْبَارِئُ
الْمُصَوِّرُ,,اسم,الْمُصَوِّرُ
,له,حرف_جر,لَهُ
,الاسماء,اسم,الْأَسْمَاءُ
الْحُسْنَىٰ,الحسني,اسم,الْحُسْنَىٰ
يُسَبِّحُ,يسبح,,
,له,حرف_جر,لَهُ
مَا,,اسم,ما
,في,حرف_جر,فِي
,السماوات,اسم,السَّمَاوَاتِ
وَالْأَرْضِ,والارض,,
,وهو,حرف,وَهُوَ
الْعَزِيزُ,,اسم,الْعَزِيزُ
الْحَكِيمُ,,اسم,الْحَكِيمُ
بِسْمِ,بسم,,
اللَّهِ,,اسم,اللَّهِ
الرَّحْمَٰنِ,,اسم,الرَّحْمَٰنِ
الرَّحِيمِ,,اسم,الرَّحِيمِ
,يا,حرف,يَا
,ايها,حرف,أَيُّهَا
الَّذِينَ,,اسم,الَّذِينَ
آمَنُوا,امنوا,,
,لا,حرف,لَا
تَتَّخِذُوا,تتخذوا,,
عَدُوِّي,عدوي,,
وَعَدُوَّكُمْ,وعدوكم,,
أَوْلِيَاءَ,اولياء,,
تُلْقُونَ,تلقون,,
إِلَيْهِمْ,اليهم,,
بِالْمَوَدَّةِ,بالموده,,
وَقَدْ,وقد,,
كَفَرُوا,كفروا,,
,بما,حرف_جر,بِمَا
,جاءكم,اسم,جَاءَكُمْ
مِنَ,,اسم,من
الْحَقِّ,,اسم,الْحَقِّ
يُخْرِجُونَ,يخرجون,,
الرَّسُولَ,الرسول,اسم,الرَّسُولَ
وَإِيَّاكُمْ,واياكم,,
,ان,حرف,أَنْ
تُؤْمِنُوا,تومنوا,,
بِاللَّهِ,بالله,,
رَبِّكُمْ,ربكم,,
,ان,حرف,إِنْ
كُنْتُمْ,كنتم,,
خَرَجْتُمْ,خرجتم,,
,None,اسم,جِهَادًا
,في,حرف_جر,فِي
,سبيلي,اسم,سَبِيلِي
وَابْتِغَاءَ,وابتغاء,,
مَرْضَاتِي,مرضاتي,,
تُسِرُّونَ,تسرون,,
إِلَيْهِمْ,اليهم,,
بِالْمَوَدَّةِ,بالموده,,
وَأَنَا,وانا,,
أَعْلَمُ,اعلم,,
,بما,حرف_جر,بِمَا
,اخفيتم,اسم,أَخْفَيْتُمْ
,وما,حرف,وَمَا
أَعْلَنْتُمْ,اعلنتم,,
,ومن,حرف_جر,وَمَنْ
,يفعله,اسم,يَفْعَلْهُ
,منكم,حرف_جر,مِنْكُمْ
,فقد,اسم,فَقَدْ
,ضل,فعل,
سَوَاءَ,سواء,,
السَّبِيلِ,السبيل,اسم,السَّبِيلِ
,ان,حرف,إِنْ
يَثْقَفُوكُمْ,يثقفوكم,,
يَكُونُوا,يكونوا,,
,لكم,حرف_جر,لَكُمْ
,None,اسم,أَعْدَاءً
وَيَبْسُطُوا,ويبسطوا,,
,اليكم,حرف_جر,إِلَيْكُمْ
,ايديهم,اسم,أَيْدِيَهُمْ
وَأَلْسِنَتَهُمْ,والسنتهم,,
بِالسُّوءِ,بالسوء,,
وَوَدُّوا,وودوا,,
,لو,حرف,لَوْ
تَكْفُرُونَ,تكفرون,,
,لن,حرف,لَنْ
تَنْفَعَكُمْ,تنفعكم,,
أَرْحَامُكُمْ,ارحامكم,,
,ولا,حرف,وَلَا
أَوْلَادُكُمْ,اولادكم,,
يَوْمَ,يوم,,
الْقِيَامَةِ,القيامه,اسم,الْقِيَامَةِ
يَفْصِلُ,يفصل,,
بَيْنَكُمْ,بينكم,,
وَاللَّهُ,والله,,
,بما,حرف_جر,بِمَا
,تعملون,اسم,تَعْمَلُونَ
,None,اسم,بَصِيرٌ
,قد,حرف,قَدْ
كَانَتْ,كانت,,
,لكم,حرف_جر,لَكُمْ
,None,اسم,أُسْوَةٌ
,None,اسم,حَسَنَةٌ
,في,حرف_جر,فِي
إِبْرَاهِيمَ,,اسم,ابراهيم
وَالَّذِينَ,,اسم,والذين
,معه,حرف_جر,مَعَهُ
,اذ,اسم,إِذْ
قَالُوا,قالوا,,
لِقَوْمِهِمْ,لقومهم,,
إِنَّا,,اسم,انا
بُرَآءُ,براء,,
,منكم,حرف_جر,مِنْكُمْ
,ومما,اسم,وَمِمَّا
تَعْبُدُونَ,تعبدون,,
,,فعل,مِنْ
